ARGUMENTATIVE;Die Wiesen müssen frei bleiben, bitte nichts auf den Wiesen pflanzen.
ARGUMENTATIVE;Wozu braucht man neue Wege, um über das Feld von A nach B zu kommen gibt es doch genug Möglichkeiten.
ARGUMENTATIVE;Im nächsten Semester werde ich mein Architektur Diplom machen und dieses Thema bearbeiten.
ARGUMENTATIVE;Wie soll diese Anlage den aussehen damit sie mit dem THF-Gesetz vereinbar ist?
ARGUMENTATIVE;Verhindern kann man es eh nicht, ein Verbot nützt also nichts.
ARGUMENTATIVE;Deshalb sollten die erwähnten Hundehalter ihre Vorschläge unterbreiten was sich an den Hundeauslaufflächen ändern muss, damit auch sie diese nutzen.
ARGUMENTATIVE;Begründung:
ARGUMENTATIVE;Bin für ne komplett Drohnenfreie Fläche...
ARGUMENTATIVE;Vielleicht besser als Markierung ein Kreis von Holsstaebe mit irgenwelchen Fahnen oder schoene Merkmale, Stonehengeartig und pflegeleicht.
ARGUMENTATIVE;Es gab auch Tiefbohrungen , zum Thema Erdwärme.
ARGUMENTATIVE;Meinem Verständnis des Tempelhofer Feld Gesetzes nach muss der Senat den Park so erhalten wie er war als das Gesetz verabschiedet wurde.
ARGUMENTATIVE;"Laser-""Tag""?"
ARGUMENTATIVE;Ein schöner Nebeneffekt ist, dass über die Bushaltestelle Felixstraße auch die vielgenutzte M46 sowie die Linie 246 direkten Zugang zum Tempelhofer Feld bekommen.
ARGUMENTATIVE;Das neu Anlegen eines sinnfreien s-förmigen und dann auch noch 2,5 m breiten Weges zu Ehren Harald Juhnkes, der mit der Freifläche in THF ungefähr so viel zu tun hat wie Klaus Wowereit mit Hannover, ist trotz der vielen Pro-Stimmen eine Schnapsidee.
ARGUMENTATIVE;Vier Felder sind recht armselig bei dem zu erwartenden Andrang.
ARGUMENTATIVE;Der Wettberwerbsentwurf enthielt so einen besteigbaren Berg.
ARGUMENTATIVE;"Bei Kostenneutralität sollte der Vorschlag ""Südzugang Germaniastraße"" aufgrund höherer Relevanz bevorzugt realisiert werden."
ARGUMENTATIVE;Verbindung von Hasenhaide (nördlich THF) bis Oberlandstr. (südlich THF) via alter Bahnbrücke.
ARGUMENTATIVE;"(und wenn er es doch tut, dann ist er ein ""Vandale"" oder gar ein ""Vollpfosten"", s. hier im Forum)"
ARGUMENTATIVE;Theorieunterricht und Lagerung sind besser in der vorhandenen umgebenden Bebauung aufgehoben.
ARGUMENTATIVE;Außerdem produzieren Bäume Kaltluft auch in größerer Höhe und nicht nur direkt über dem Boden.
ARGUMENTATIVE;Die Idee eines Umwelt-Lehrpfades, so wie es die Arche Metropolis geplant hatte sollte aber unbedingt im Auge behalten werden.
ARGUMENTATIVE;ich finde die idee mit dem spielplatz gut und sinnvoll, finde aber, dass es ein besonderer spielplatz sein sollte, der zum thema passt.
